id,subscribed,listid,createdate
133140,true,8,2018-09-19 13:54:45
131441,true,5,2019-04-01 21:53:20
102296,true,7,2015-04-14 00:19:35
130473,true,6,2013-09-28 23:36:51
71836,true,11,2018-09-29 16:33:10
96321,false,4,2019-01-25 02:03:50
134959,true,2,2017-06-25 10:29:15
140129,true,8,2018-04-25 20:22:13
85916,true,3,2014-08-08 20:59:25
145637,true,4,2017-10-24 15:11:12
85057,true,1,2018-10-28 13:43:46
70946,false,3,2018-09-27 08:10:41
92881,true,4,2014-10-15 21:45:46
95476,true,8,2017-09-01 20:52:53
151459,true,9,2015-11-11 00:22:54
101399,true,8,2013-07-02 18:57:05
137549,true,10,2014-04-18 02:40:13
89046,false,2,2016-08-28 13:59:35
167589,true,0,2015-12-21 08:58:02
160499,false,5,2017-08-21 02:06:58
131360,false,6,2019-01-06 17:23:58
77548,true,8,2013-10-18 10:26:39
127704,false,11,2019-01-20 15:15:32
98878,false,8,2018-02-03 17:38:42
71671,true,6,2017-08-24 18:32:07
150834,true,1,2016-03-13 11:50:28
126077,true,3,2014-10-23 12:31:03
167570,true,4,2011-12-19 23:55:57
105405,true,0,2013-07-21 11:54:14
138012,true,7,2018-07-01 10:08:13
144128,true,1,2019-03-12 14:20:33
131000,true,7,2014-05-02 14:37:20
96549,true,3,2014-09-16 01:35:25
156678,true,4,2015-04-11 08:10:02
167642,true,0,2019-03-06 03:15:28
147828,true,7,2018-07-28 03:20:15
145554,true,10,2016-07-06 07:04:53
104448,true,3,2013-03-20 14:16:51
84004,false,10,2013-01-26 17:33:55
98611,true,1,2017-07-07 04:53:31
95266,true,0,2016-04-05 19:12:09
140055,true,11,2015-03-03 00:17:31
102457,true,1,2015-02-05 20:57:53
160889,true,2,2014-04-26 18:07:02
152903,true,5,2017-10-30 09:42:04
106404,true,0,2015-07-05 17:21:54
101084,true,6,2019-03-05 23:44:07
123462,true,2,2016-10-18 00:24:06
149779,false,1,2018-08-08 14:44:09
154742,true,3,2019-01-25 06:21:59
90419,true,0,2016-07-09 23:10:21
127417,false,6,2014-12-10 15:25:05
153745,false,10,2018-05-30 09:08:31
98963,true,11,2019-01-26 01:15:43
159714,true,8,2014-08-05 19:53:31
123225,true,5,2017-09-15 01:04:40
84090,true,10,2016-12-28 07:40:56
155750,true,5,2015-06-08 23:15:48
128172,true,7,2018-02-23 06:32:49
152121,true,11,2017-06-16 01:30:00
166126,true,1,2018-09-05 03:54:45
114197,true,9,2015-03-11 23:23:57
130299,true,8,2017-10-28 11:41:16
168354,false,4,2016-05-15 04:47:04
95553,true,1,2015-06-23 12:26:31
112447,true,10,2017-09-27 06:18:32
124747,true,5,2018-11-02 20:43:33
133632,false,10,2018-03-07 20:51:12
84173,true,5,2012-11-20 18:41:13
143122,true,8,2018-06-23 21:39:11
100670,false,7,2013-12-02 00:20:55
161584,true,3,2016-01-05 08:46:25
99332,true,8,2019-02-11 21:32:55
125352,true,4,2019-01-20 14:50:09
106633,true,11,2014-05-19 03:33:24
105873,true,8,2015-11-07 23:43:35
160729,false,0,2019-03-04 16:49:42
141076,false,6,2018-08-02 22:17:20
127519,true,8,2018-05-18 15:26:04
142488,true,3,2016-02-28 04:55:39
167733,true,9,2016-07-16 16:41:47
132462,true,3,2016-09-17 16:27:54
123532,true,6,2012-10-03 11:50:56
100106,true,1,2015-02-15 12:37:53
108580,true,9,2018-09-23 06:07:16
73360,false,8,2015-02-17 05:33:05
135057,true,9,2016-07-24 04:04:32
134999,true,1,2015-09-11 09:30:51
155124,true,3,2016-06-26 07:22:33
98078,false,8,2016-11-05 03:23:05
80299,true,7,2014-11-11 12:31:34
145187,true,5,2011-05-15 05:49:39
71367,true,6,2018-07-06 09:50:08
168033,true,0,2012-05-04 05:16:33
151021,true,4,2018-05-31 13:25:15
141905,true,6,2019-01-18 08:37:37
107239,false,6,2015-01-28 22:51:58
106727,false,9,2019-03-19 21:30:50
86922,true,1,2014-08-21 09:20:06
166028,false,6,2018-03-15 17:20:31
130391,true,10,2017-07-17 09:21:09
165757,true,0,2013-12-18 15:15:24
122699,true,6,2014-08-09 17:33:07
89014,true,6,2017-04-02 04:24:29
108838,true,5,2015-01-20 15:34:49
134279,true,11,2018-09-03 11:21:26
137029,true,1,2017-10-16 08:46:08
93242,false,0,2016-10-29 15:12:44
124071,true,11,2017-10-06 19:16:25
134304,true,4,2019-01-11 12:26:30
163013,true,1,2019-03-19 22:09:13
110806,true,4,2017-12-30 13:33:20
115044,true,9,2018-01-03 04:56:35
162445,false,0,2019-03-22 15:02:34
159640,false,5,2018-05-19 22:32:51
164845,false,9,2019-02-24 23:09:02
74990,false,0,2015-02-02 17:07:34
160800,true,2,2018-01-21 06:49:03
96781,true,8,2013-05-15 09:52:01
120557,true,7,2018-11-20 21:01:00
88319,true,1,2017-11-03 22:17:42
87502,true,10,2017-09-27 15:13:00
76506,false,10,2016-12-07 09:34:32
168477,true,7,2016-04-21 06:30:21
90844,false,0,2018-02-27 22:21:37
70770,true,6,2017-06-26 23:24:46
108241,true,2,2018-05-23 13:55:09
79735,true,1,2018-02-11 05:49:17
160249,true,0,2019-02-16 06:08:44
125332,true,2,2016-08-11 00:53:21
127276,true,4,2019-01-02 17:59:24
86153,false,8,2015-01-16 06:02:08
143707,false,11,2019-03-28 15:46:59
136524,true,0,2017-04-24 03:53:43
102549,false,11,2018-12-26 09:44:23
115020,true,8,2012-12-02 02:56:19
106312,false,11,2013-01-29 17:53:37
107207,false,6,2018-03-18 01:52:57
167703,true,10,2018-08-19 19:32:52
89669,true,3,2017-12-15 16:07:29
133062,true,8,2018-03-03 02:11:40
130604,true,5,2016-08-23 09:47:01
144894,false,5,2014-07-03 11:34:03
110670,false,8,2017-03-10 23:17:30
151998,true,7,2016-12-16 01:55:59
122778,true,1,2019-02-09 20:39:49
105603,true,7,2015-01-21 16:21:07
121470,true,1,2011-12-07 08:11:05
92802,false,9,2013-10-04 13:37:49
131448,true,10,2018-09-09 16:59:40
142726,true,7,2019-03-03 11:02:41
101340,true,1,2018-09-01 05:20:11
83104,false,4,2016-05-29 04:35:31
113528,true,5,2017-04-21 20:05:39
108127,true,7,2018-09-02 02:02:24
132494,true,8,2016-02-12 20:16:43
106711,false,4,2018-01-25 15:36:03
105637,true,2,2019-02-10 15:57:57
91264,true,6,2018-06-28 00:40:32
77305,true,10,2011-06-15 06:24:13
139516,false,8,2016-05-01 19:15:14
139998,true,6,2013-09-03 02:22:18
160666,true,4,2015-10-15 11:13:52
75902,true,5,2018-10-14 06:21:20
76357,false,2,2018-02-27 07:07:19
156099,true,2,2019-02-08 12:43:06
77866,true,9,2015-05-01 11:58:03
168460,false,0,2012-11-18 09:21:58
88444,true,6,2015-10-03 14:55:11
97784,false,2,2018-08-10 07:49:48
74248,true,11,2014-12-08 05:19:30
126377,true,7,2019-03-02 17:08:34
93513,true,6,2015-02-10 17:21:05
78500,false,0,2018-09-16 16:08:02
110275,true,8,2017-10-19 00:08:51
77180,true,7,2014-11-28 08:18:07
136279,false,1,2018-09-04 05:29:54
105186,true,7,2017-01-07 21:38:54
87141,true,0,2019-02-05 17:00:43
124299,true,6,2014-08-20 22:48:56
154485,true,2,2014-11-06 14:05:57
156258,true,9,2019-02-25 16:25:20
103996,true,0,2017-02-28 15:11:05
109386,true,6,2018-11-30 17:12:32
142516,true,3,2012-12-05 11:05:12
150445,true,3,2018-03-25 08:43:38
137964,true,9,2018-07-11 03:41:04
106718,true,6,2017-04-28 06:33:17
97040,true,9,2015-06-12 23:30:23
92631,true,6,2016-01-01 05:23:40
147596,true,10,2016-06-15 06:05:38
111459,true,4,2018-09-08 14:33:14
81935,false,9,2016-12-31 10:29:41
125599,false,8,2018-02-15 05:40:40
88326,true,4,2014-08-29 12:05:52
168087,true,0,2018-07-13 12:09:31
120291,false,3,2018-01-10 21:33:08
144651,false,10,2018-02-03 12:56:50
118870,false,4,2017-11-23 11:30:45
122640,true,1,2018-11-20 04:48:49
149263,true,3,2015-08-01 11:15:05
133040,true,9,2018-10-04 17:37:06
115857,true,7,2018-06-05 15:31:01
114193,true,5,2019-02-19 20:12:30
135735,true,3,2016-06-10 16:43:14
112610,true,10,2018-03-11 01:46:33
156281,true,8,2016-07-03 08:53:22
155519,false,7,2017-04-15 22:29:29
94354,true,5,2018-04-09 14:28:27
71616,true,9,2017-12-14 23:50:18
161574,true,5,2019-02-27 06:00:41
149008,true,7,2015-12-16 17:35:57
95660,true,4,2017-10-28 01:14:26
92795,false,0,2017-08-07 18:42:47
129409,true,3,2014-05-22 06:55:37
77277,true,4,2012-08-08 18:11:21
111500,true,11,2017-05-27 02:53:34
135841,true,10,2016-01-05 05:14:06
127316,true,0,2018-01-16 20:32:01
125941,true,4,2019-01-01 12:47:11
139221,true,4,2017-04-06 14:27:58
116297,true,7,2018-10-30 06:35:09
121459,false,4,2015-09-22 07:23:56
94186,true,5,2018-10-01 01:24:01
113751,true,3,2019-03-24 08:38:59
156202,true,6,2017-09-11 23:27:51
152552,true,7,2019-01-29 10:06:47
169537,true,8,2015-07-23 01:26:55
146002,false,7,2016-06-01 17:14:32
132240,true,7,2014-08-01 14:37:26
123850,true,10,2018-11-06 07:21:04
160058,true,10,2018-06-16 08:50:27
76472,true,6,2011-12-03 20:04:55
95827,true,7,2016-09-15 22:50:57
97549,false,1,2016-05-28 01:29:19
106713,true,6,2016-11-13 03:56:31
140205,false,9,2018-11-20 12:45:12
78162,false,8,2013-07-14 23:02:46
135123,true,6,2016-11-26 00:17:37
124128,false,3,2019-03-07 01:35:14
147237,true,2,2017-08-20 16:48:30
131907,true,10,2019-01-16 18:00:05
95442,true,9,2016-02-18 19:41:22
82995,false,2,2014-06-05 03:09:11
113610,true,3,2017-06-13 03:35:26
150233,true,11,2018-07-20 02:53:01
94731,false,7,2010-10-26 02:35:52
91706,true,3,2016-03-18 08:28:28
112615,true,9,2017-09-18 15:08:15
121640,true,5,2019-03-18 15:15:35
123998,true,9,2016-11-07 06:31:09
95460,true,7,2016-09-25 07:32:40
112997,false,5,2017-06-06 03:52:25
169295,true,5,2018-12-23 07:46:06
97202,true,7,2016-07-23 06:37:09
169965,false,3,2018-11-16 03:03:09
162227,true,10,2014-12-26 01:39:07
90268,true,4,2016-09-05 04:42:16
93379,true,5,2018-07-01 08:13:54
90290,false,6,2019-01-16 14:50:53
129733,true,10,2018-10-14 16:53:43
145473,false,3,2013-01-16 20:26:36
156156,false,1,2016-09-21 11:17:48
99948,true,6,2013-08-08 20:36:07
134185,false,7,2015-11-29 11:07:23
105505,true,6,2017-06-04 15:31:48
75221,false,10,2016-03-12 01:46:10
141610,true,4,2019-02-12 02:13:01
104659,true,6,2015-09-06 02:11:35
164365,true,1,2012-06-21 12:05:27
164793,false,2,2016-04-14 12:29:39
161696,true,4,2017-09-21 00:58:37
107287,true,9,2015-10-15 21:44:58
87835,true,0,2018-12-03 14:32:49
75236,true,10,2017-03-02 15:27:04
92150,true,7,2018-05-16 14:56:22
99907,true,2,2017-12-18 03:33:18
74962,false,7,2018-10-20 05:00:27
158793,true,6,2016-09-15 06:27:13
157836,true,2,2018-01-21 21:56:05
133810,true,0,2018-06-10 03:04:52
100599,true,7,2018-05-28 13:58:08
160030,true,4,2017-12-31 09:01:53
143738,true,8,2018-09-24 06:24:52
157908,true,11,2017-11-05 12:44:25
168620,true,2,2018-11-26 19:12:11
146472,true,7,2018-09-29 05:05:14
119131,true,2,2017-08-07 19:59:23
147748,true,2,2018-01-22 10:09:29
82182,true,3,2018-07-21 11:36:56
160566,true,9,2016-12-17 07:33:59
147739,true,2,2013-03-11 16:58:05
100821,true,7,2018-12-01 06:24:20
142774,true,1,2019-02-23 14:33:36
164570,true,2,2015-08-24 18:27:38
125797,true,0,2017-11-12 01:34:55
130824,false,10,2019-03-05 10:27:34
150592,true,3,2019-02-23 01:03:55
152784,true,10,2013-10-28 20:48:42
147634,true,5,2018-02-08 14:18:47
157332,true,1,2017-05-10 02:10:00
110573,true,3,2015-11-29 13:54:44
88446,true,6,2017-11-01 01:22:16
131969,false,0,2016-02-19 09:34:46
102122,false,1,2012-04-02 18:09:26
122985,false,3,2018-10-04 13:22:58
97729,true,5,2015-01-22 07:36:20
128693,true,2,2018-08-29 17:00:12
118272,false,6,2012-06-10 09:58:31
70137,true,1,2015-01-08 15:49:31
130099,true,1,2017-09-06 18:04:53
124707,true,2,2013-10-13 01:56:39
167024,true,7,2013-11-15 19:00:23
125592,true,11,2018-10-30 03:29:49
87940,true,3,2019-01-13 03:52:32
130033,true,9,2019-03-09 23:08:44
73150,true,7,2018-11-21 12:37:12
146875,true,5,2018-12-04 14:37:46
164601,false,8,2018-03-27 01:01:27
166317,false,7,2017-06-27 13:01:48
131447,true,3,2017-06-19 19:56:56
138928,true,4,2015-07-14 01:00:08
121949,true,6,2018-07-02 07:41:53
110014,true,7,2016-09-14 22:03:19
121510,false,2,2017-11-27 04:46:22
111432,true,4,2018-06-23 07:18:12
83687,true,3,2012-03-27 03:35:37
140765,true,1,2018-08-04 11:52:37
76738,true,9,2019-01-05 10:27:33
93392,true,1,2018-08-27 21:41:41
105180,true,7,2013-05-08 05:54:07
109944,true,0,2018-04-18 11:05:21
163301,true,8,2011-02-16 12:55:44
138103,true,8,2016-11-04 16:15:44
151574,true,3,2019-03-21 16:46:35
91335,true,6,2016-09-23 11:53:52
153275,false,8,2018-09-06 22:33:03
130067,false,0,2018-06-13 16:55:48
94096,true,1,2013-03-15 15:22:51
134062,true,11,2018-03-10 18:52:14
102394,true,0,2019-03-01 10:57:45
153020,true,0,2017-12-15 18:59:51
81480,true,9,2017-11-05 07:31:40
95074,true,5,2015-08-17 21:33:59
139246,true,8,2013-11-29 04:14:59
93450,true,4,2017-12-21 05:53:02
100303,false,0,2013-07-31 14:48:12
129481,true,11,2017-12-12 22:59:13
121317,false,7,2019-03-24 19:04:55
120962,true,6,2019-02-20 02:15:07
145730,true,2,2019-03-13 05:28:14
164362,true,6,2018-10-19 20:48:44
109180,true,0,2012-03-04 10:29:40
156987,true,10,2018-08-31 07:24:42
155394,false,4,2018-02-19 04:38:30
106740,true,5,2019-03-11 12:20:01
132791,true,8,2017-10-10 07:27:41
164958,true,7,2019-02-14 17:24:42
96200,true,0,2015-05-11 18:42:21
155858,true,3,2018-12-29 14:33:52
137807,false,9,2018-06-08 05:14:36
97304,true,7,2013-05-05 11:25:41
155387,true,6,2019-01-25 23:54:35
140650,true,10,2015-04-04 19:02:26
142809,false,11,2017-07-30 08:24:40
105925,true,2,2015-06-24 17:48:14
84340,false,5,2014-10-29 06:52:27
100052,false,9,2017-05-12 10:53:00
133050,true,11,2019-03-21 11:08:51
166868,true,10,2018-09-21 09:32:52
117542,false,3,2017-06-18 05:29:05
94951,false,1,2019-02-09 17:37:18
161490,true,2,2015-01-24 13:32:18
77714,true,1,2018-11-30 09:08:29
115753,true,8,2017-09-18 04:12:32
127470,true,11,2018-12-18 15:26:28
73165,true,3,2017-12-13 20:39:52
138767,true,9,2016-01-16 17:08:13
117914,true,1,2019-01-03 19:07:35
95617,false,5,2018-10-03 08:19:28
72252,true,6,2015-12-18 08:40:07
77942,false,9,2017-05-23 07:14:32
91191,true,8,2013-06-10 23:36:18
131574,false,3,2019-03-05 20:02:19
105961,false,9,2014-05-22 09:05:37
143175,true,1,2019-01-13 08:34:07
108690,true,0,2018-03-30 00:46:43
134721,true,0,2018-01-02 14:02:18
106316,true,10,2014-03-17 05:17:51
123415,false,0,2012-09-12 22:44:56
160398,true,11,2019-01-27 03:39:54
85621,true,11,2016-12-09 21:17:19
159093,true,6,2017-02-08 23:53:00
72113,true,10,2015-09-12 23:44:54
161351,true,10,2014-11-07 00:49:19
94649,true,1,2016-05-18 17:42:29
72266,true,6,2019-01-23 11:50:56
105283,true,6,2018-12-15 03:03:24
113494,true,8,2019-01-24 07:39:03
114257,false,6,2018-08-18 16:42:59
99269,false,4,2018-04-02 07:06:58
122211,true,1,2016-07-12 18:34:14
114410,true,9,2019-03-14 06:25:33
153686,true,10,2017-02-17 08:58:03
82173,true,7,2010-11-13 21:15:17
105054,true,4,2017-12-28 15:06:13
114895,true,8,2017-07-16 14:03:23
142943,false,0,2016-10-11 11:13:56
133199,true,7,2018-09-27 08:07:51
86652,true,8,2018-07-08 19:46:30
95912,true,10,2018-04-02 14:15:03
111049,true,2,2017-07-30 12:27:07
157993,false,4,2012-02-25 23:34:38
159946,true,5,2019-01-23 00:14:56
95255,true,7,2015-01-12 04:29:21
97328,true,6,2017-10-23 06:58:44
106464,true,7,2017-12-06 13:45:17
102667,true,2,2017-06-18 17:42:32
102940,true,5,2019-03-12 02:10:35
70295,true,0,2017-12-11 03:11:11
161463,true,11,2019-01-29 04:10:54
136659,true,10,2014-02-03 18:25:38
122712,true,3,2016-09-25 03:47:14
104536,true,11,2018-08-30 06:17:18
157065,true,8,2019-03-14 23:16:14
97469,true,9,2015-07-09 22:48:05
112988,true,4,2018-07-05 11:02:26
121971,false,9,2016-02-02 19:51:09
80655,true,9,2018-12-26 08:01:32
80262,true,0,2017-06-25 21:18:25
89393,false,4,2017-04-03 06:03:54
78224,false,0,2018-10-30 02:49:08
166527,true,11,2017-03-10 11:14:27
169379,true,10,2019-02-13 00:43:39
118045,false,10,2016-02-05 12:41:47
88277,true,10,2018-08-02 20:15:17
160002,false,1,2019-03-04 10:11:58
156620,true,4,2018-03-03 17:13:57
148779,false,2,2018-09-01 07:16:35
92493,false,2,2014-01-20 22:13:56
115070,true,4,2016-08-23 05:36:37
133544,true,4,2015-06-20 05:16:31
92591,false,2,2015-05-27 22:32:01
84403,true,0,2018-12-22 02:47:41
77064,true,10,2017-03-14 23:25:27
144622,true,5,2013-02-23 20:50:27
90744,true,8,2015-03-05 21:28:07
133837,true,3,2019-01-06 10:25:12
155367,true,5,2018-10-10 08:26:36
101705,true,11,2017-08-31 12:14:38
144601,true,6,2018-12-15 03:59:13
136521,false,7,2016-11-12 07:49:31
90687,true,3,2016-12-18 08:47:03
149582,false,7,2018-01-17 20:31:06
110383,true,5,2016-01-22 19:15:42
140774,true,0,2018-10-23 03:47:19
165676,true,0,2019-01-17 14:54:02
106267,true,6,2016-11-03 15:18:21
139261,true,1,2018-03-19 12:53:17
116173,true,6,2018-12-01 05:39:17
80501,true,1,2018-10-24 12:01:26
124102,true,6,2019-03-25 00:26:42
154496,true,1,2019-03-18 16:21:04
142616,false,5,2016-09-19 01:33:15
107078,true,10,2018-07-11 18:16:49
85977,true,6,2019-04-03 05:08:37
155593,true,1,2018-12-16 20:34:28
105703,false,8,2018-12-15 10:24:07
165553,true,8,2018-07-25 23:54:57
88034,true,4,2018-05-27 05:25:02
75198,true,5,2015-01-23 14:28:36
120216,true,5,2013-02-18 06:23:24
165211,false,0,2015-01-06 07:32:28
98490,false,8,2018-10-31 16:33:35
86709,true,10,2014-01-14 06:37:32
111409,false,8,2012-08-24 20:16:38
101399,true,3,2019-04-01 03:55:06
131419,true,2,2012-12-16 12:30:08
102172,true,3,2015-03-05 11:12:06
94053,true,5,2018-04-01 03:50:35
158249,true,2,2018-06-04 06:52:21
97585,false,6,2018-03-08 02:08:02
106005,false,7,2013-09-06 04:21:06
134485,true,4,2017-09-14 04:56:23
140196,true,6,2017-07-09 01:07:20
131313,false,5,2015-02-09 10:11:05
114689,true,0,2018-03-18 22:45:15
86779,true,8,2019-02-21 02:46:31
131003,true,5,2018-03-15 12:06:34
152473,false,4,2013-02-09 10:42:31
93573,true,5,2015-08-22 07:45:47
110691,false,11,2012-10-29 02:44:31
163864,true,9,2019-03-16 14:33:06
152215,true,10,2015-02-16 17:23:27
82040,true,1,2019-03-25 20:03:15
141938,true,5,2019-03-23 09:57:34
105300,true,9,2018-04-26 13:01:43
98940,true,4,2018-01-29 14:21:18
148620,true,2,2018-11-08 07:27:39
131666,true,6,2017-04-21 20:59:40
152509,true,10,2016-06-06 03:45:35
149953,true,5,2018-06-20 05:35:47
113988,true,9,2017-05-21 22:08:28
139884,true,8,2016-03-21 03:37:55
119026,false,10,2013-12-30 04:47:11
124875,true,8,2017-12-23 09:23:30
140402,true,2,2019-02-11 11:43:12
96970,false,6,2018-06-22 00:25:11
147282,true,3,2015-11-22 22:42:03
101102,false,10,2014-06-29 21:19:13
109664,false,7,2016-07-28 01:48:38
86311,true,7,2017-01-14 11:53:46
85100,true,5,2016-03-09 00:40:02
151262,true,10,2017-08-25 18:58:32
117182,true,5,2016-08-01 22:02:49
102520,true,7,2019-03-19 17:32:03
82785,true,11,2014-06-26 23:30:28
80313,false,6,2016-07-25 07:22:44
146368,true,0,2016-12-26 08:01:38
129793,false,6,2018-11-12 23:20:56
161260,false,2,2017-07-26 15:03:22
128307,true,8,2017-08-07 03:19:52
110776,true,10,2018-10-18 05:40:35
136092,false,4,2018-10-09 03:04:10
145915,true,3,2016-06-26 07:03:03
135501,true,7,2018-01-03 23:18:56
102605,false,1,2019-02-15 17:34:09
166649,true,2,2014-10-16 09:29:43
163337,false,9,2018-10-01 04:54:49
81866,true,1,2018-09-02 18:08:19
103262,false,5,2018-03-15 17:28:48
134790,true,0,2015-01-12 15:25:57
76461,true,6,2011-07-10 07:34:19
118939,true,2,2018-03-30 09:24:15
116988,true,9,2016-04-13 20:50:10
88149,false,1,2018-12-04 04:53:48
154478,true,5,2014-03-13 01:29:27
70520,true,1,2016-08-27 01:11:59
84539,true,0,2016-01-31 00:54:22
140674,true,7,2018-03-05 12:37:57
155222,false,11,2018-11-14 06:58:38
140278,true,0,2017-03-16 12:51:52
98889,true,6,2018-09-28 08:40:07
159333,true,1,2016-01-20 11:51:51
136190,true,3,2017-06-16 12:28:16
100313,true,4,2016-11-27 05:30:42
75561,false,7,2017-05-05 18:56:43
138018,true,7,2018-02-03 23:46:44
118967,true,4,2018-09-18 05:15:19
131463,false,7,2016-12-01 11:48:49
73744,true,11,2018-09-19 08:32:05
102298,true,7,2011-04-11 07:59:58
118860,true,11,2016-08-21 22:42:38
104281,true,5,2015-07-21 11:12:53
107126,true,8,2017-06-16 04:25:29
87514,true,2,2017-01-07 21:57:04
158907,false,5,2016-03-29 17:38:25
84222,false,0,2019-02-24 07:39:29
76851,true,5,2017-10-27 03:44:28
88092,true,0,2015-01-26 03:10:33
81666,false,11,2016-03-16 08:49:09
144753,true,0,2018-09-16 18:51:15
72843,false,4,2016-04-23 22:30:33
156291,true,8,2019-02-10 18:34:00
135341,false,9,2016-10-28 01:07:45
115125,false,1,2016-04-08 05:40:42
106835,false,5,2018-05-24 22:23:12
152575,true,11,2016-07-29 19:39:40
88894,true,9,2015-10-21 18:13:11
162569,true,0,2019-03-05 11:34:53
161029,true,11,2019-04-02 12:52:55
82305,true,5,2019-01-14 08:54:05
75923,true,9,2018-12-21 23:20:35
136509,false,0,2018-07-08 16:21:14
88229,false,6,2018-07-15 20:25:12
100842,true,2,2015-08-16 10:38:15
92764,true,9,2017-12-04 22:44:24
146607,true,0,2017-05-19 05:53:57
89774,true,8,2016-11-09 21:16:28
134664,false,10,2019-01-23 14:33:33
100340,true,5,2018-09-09 17:20:32
95064,true,7,2019-02-28 18:13:24
74425,false,11,2014-11-24 08:26:20
100279,true,6,2017-12-20 01:11:38
107463,false,5,2015-12-15 18:03:22
132912,true,7,2016-05-07 20:40:23
150666,true,6,2017-01-11 23:07:48
78300,true,9,2019-01-31 12:58:25
84728,true,8,2018-06-01 23:01:41
163034,true,10,2012-12-21 20:00:27
110712,true,0,2014-08-06 03:49:38
95239,true,9,2017-01-30 04:28:01
145704,true,0,2017-10-09 04:22:39
108468,true,4,2018-07-08 22:27:34
